run_id,timestamp,num_games,completed_games,agents,seed,seat_policy,notes,audit_version
20260716_040034_07c2800d,2026-07-16T04:00:34,10,10,vm2_500:mcts:None|vm1_500:mcts:None|heuristic:heuristic:None|random:random:None,20260621,round_robin,phase4 search-scaling :: exp007_vm2_vs_vm1 :: seed 20260621,v1_2026-03-28
